Gene	Mean.Coverage	SD.Coverage	Length
SECISBP2	64.4736738609	24.5072559965	4170
SIAH2-AS1	18.5635294118	3.25001342984	51
ATP6C,ATP6V0C,RP11-20I23.1	25.8913605442	16.2785821401	147
PMCH	56.181686747	17.6127421626	498
AP000889.3	25.12296875	16.6047672238	384
EZH1	64.9249821216	23.486278612	4195
EZH2	61.2223649907	25.4155672368	4296
LL0XNC01-237H1.3	45.9805882353	5.27146181311	51
DEFB105A	15.0629864253	23.0830563287	442
DEFB105B	1.1457239819	0.954997855093	442
PRDM5	55.6444218415	28.2153236972	3736
PRDM6	6.80640117994	3.51280461079	2373
PRDM7	68.6374188377	27.2456849786	2495
PRDM2	66.2751827088	24.1004967088	6431
AQP1,FAM188B	70.5038762215	24.8084844251	614
MIR19B2,MIR20B,MIR363,MIR92A2;MIR106A,MIR18B	49.8032608696	10.0230504787	92
FEM1C	77.0112243852	16.3068986853	1952
CASK-AS1	59.1389795918	7.31226203171	49
hsa-mir-4538	0.330256410256	0.00720287802767	78
hsa-mir-4539	0.431666666667	0.0354710035155	60
hsa-mir-4537	0.244428571429	0.0126989345994	70
IQCF5-AS1	7.6948852459	2.98867787889	305
TSHZ1	56.7637368579	22.0732112558	3329
MPO	56.5570415072	24.576742604	3397
MPL	63.5848506494	25.9720092675	3080
MPZ	65.920443191	26.0152565513	1241
RP11-169D4.2	38.8757941834	15.576458428	447
RP11-169D4.1	4.56277192982	1.83859407028	570
ANO1-AS1	5.9	0.476759897642	21
COQ9	51.2525161611	29.5203704613	2011
COQ5	63.2631601273	33.5434937432	1886
COQ6	66.0506836735	25.9382298211	1960
COQ3	62.5903132251	22.8024130189	1724
COQ2	31.4476930894	27.6723921445	1968
LRRIQ1	55.1134514736	23.2265010746	7872
LRRIQ3	41.6268963317	28.1061087155	3135
RP1-85F18.5,RP1-85F18.6	70.5507482993	22.027324037	147
CCND2	48.8789155023	31.1159586019	1503
AC003991.3	33.8438442211	24.0021642401	398
CTB-186G2.1	50.0463535912	30.7582230202	543
AC012358.8	34.3167367707	19.6280495601	1474
HIF1A-AS2,RP11-618G20.1	42.8163278272	19.0177170606	787
HIST1H2BC	94.6846456693	3.55235277008	381
RP11-332H18.5	34.9822848665	29.6539531182	337
RP11-332H18.4	20.686031746	22.4214596541	882
SLC28A2	76.8952694325	19.913562262	2097
SLC28A3	64.610750875	21.8270931904	3143
SLC28A1	59.3546880525	27.7193617716	3959
STRADA	66.8984447674	23.4229681043	1376
STRADB	66.446432798	24.686759097	2366
TDRD3	54.1218816763	27.1511421742	3651
TDRD1	61.2025474576	20.7582372118	5900
TDRD7	69.1849014778	20.9256286868	4872
TDRD6	66.4010906935	25.0684870814	6748
AC061975.10	0.14376119403	0.0274276891171	335
AKR1B15	56.7169101394	29.394639332	2081
UBE2I	63.2078969957	20.7887113432	932
UBE2K	54.3247355164	21.0196422723	1191
UBE2M	60.5384585366	21.6880947137	1025
UBE2O	61.2350775194	30.8231245168	5676
UBE2N	59.9519281437	30.2852155681	835
UBE2A	57.2271111111	20.1958776642	900
UBE2C	69.7456719184	25.9839035247	1079
UBE2B	38.0982295374	25.2270992502	1124
UBE2Z	39.3601957295	31.7713574143	1686
UBE2U	49.1799590444	17.4789693421	1465
UBE2T	67.4929612546	26.7786138157	1084
RP5-1101C3.1	26.8011897307	22.9201337674	1597
UNC45B	62.5747258979	24.6867537427	4761
ARSD	38.006859035	24.5555217438	3171
ARSE	43.7168356164	18.4741298109	2920
ARSG	61.4371294288	25.1935971673	2766
ARSA	42.7654204753	27.2763328753	2188
ARSB	61.7326289096	27.2287419407	2366
ARSH	52.2170047544	17.9121277152	2524
ARSI	53.1374889381	21.6018116464	1808
ARSJ	75.2534075173	22.9171681314	2022
VAMP1	56.9274908201	32.1797521506	817
VAMP2	51.3229032258	25.7406998343	31
VAMP5	71.8970932358	27.0208016083	547
VAMP4	58.1422781065	26.366296961	1014
VAMP7	64.970290737	25.3407931809	1479
VAMP8	35.4478129298	35.2229072177	727
BET1L,SCGB1C1	55.5059693878	23.7112036178	196
GLYATL2	64.2624315872	19.4961500099	1279
GLYATL1	62.1828547579	19.2124231346	1198
ZNF449	64.5304261796	21.6928176919	1971
AC087645.1	2.39681399632	5.55128876832	543
MFAP5	51.4120904729	23.5060534468	1459
MFAP4	46.2126618182	28.4501042361	1375
MFAP3	73.9310699242	14.7033972724	1187
MFAP2	47.0092455859	28.1965322612	1246
MFAP1	84.8638095238	17.0607440651	2100
LITAF	24.8330852417	22.9043546533	1572
RP11-566K11.4	14.4441414141	13.3689384136	99
RP11-566K11.5	21.0783673469	4.23953090317	49
RP11-566K11.7	39.6753004292	29.8469655527	466
TRIM13;MIR3613	0.6404	0.0262608578127	50
ANKRA2,UTP15	1.799375	0.364927309871	48
PEG3,ZIM2	59.1454063927	27.2832711164	1095
ZSCAN12P1	5.39722543353	2.0336152832	346
FAM90A1	55.5746181172	21.9641343013	1689
NANP	61.3961065089	23.1617951969	845
MTTP	68.7571428571	29.3124258674	3724
CNOT10-AS1	47.7367755102	20.5880314938	245
RP11-83J21.3	3.82306122449	0.895914811988	49
RPN1	56.4215225035	27.1269006856	2844
RP11-498C9.3	0.798412698413	0.0548371886178	63
CTD-2047H16.4	47.2721699252	27.1608486079	4143
OR10A3	75.4327358491	10.3050548299	954
OR10A5	93.3981043129	8.08697710594	997
OR10A4	85.5468693918	12.5304671165	1003
OR10A7	80.1073979107	19.3490763495	1053
OR10A6	73.1374497992	16.4131088228	996
AC096558.1,RP11-570L15.2	31.6190995261	7.35615230976	211
PDXDC1,RRN3	38.7910080396	20.5682324965	1617
TNPO2	45.8160208292	27.7946910502	5089
PHLDB2,PLCXD2	53.92921875	27.207149405	64
PLXDC1	37.5062514156	31.4302960144	3532
RP3-510L9.1	49.60269813	29.4310920318	1123
MCEE	58.892778542	25.6722745525	727
AC002398.5,ARHGAP33	0.628333333333	0.0231660671385	6
OR52E6,TRIM5	35.0202564103	4.69797071935	39
CCDC125;CCDC125	94.0025	3.05786826618	4
DLAT	61.7761978843	25.5008517567	3214
SCARNA13	84.8312727273	3.07745288469	275
SCARNA12	57.3159259259	13.5862115099	270
SCARNA11	58.9380882353	3.55027750918	136
SCARNA10	84.3405757576	8.11273350704	330
SCARNA17	66.2853355155	19.8011512462	1222
SCARNA15	57.604488189	3.19422189364	127
SCARNA14	25.0465441176	3.45305884338	136
SCARNA18	50.7514285714	20.1835160393	217
LINC00922	61.4772530864	29.3281931612	324
LINC00923	3.8448409894	1.91124966564	566
FARP1-AS1	50.3713259669	23.7529593574	181
SEZ6	37.4557521349	23.9013564851	4567
OR4F15	88.0249246231	21.4716003268	995
OR4F16	0	0	524
OR4F17	9.13945628998	25.6975226481	938
DDX27,ZNFX1	55.6814890511	24.9238491051	685
SPECC1L,SPECC1L-ADORA2A	69.2007894737	23.0874208951	4180
RN7SL469P	0.16	0.00866025403784	9
MIR1237	15.7201960784	1.35123850808	102
RP11-93H12.4	86.2796078431	4.12276364138	102
RP11-33N16.2	3.05528205128	0.878050381005	195
RP11-33N16.3	22.0292713833	21.6605879172	947
TSHB	89.3725663717	14.2003312554	565
TSHR	76.184118003	19.3550524187	3305
CTC-428G20.6	23.1875490196	8.99798354047	102
RP11-29H23.4	5.74	1.45100405442	48
WASH3P	4.73112206573	7.07838212303	2130
TRBV23-1	3.82499075786	2.22574062786	541
MDP1	80.5452941176	13.6896798765	170
FAM198A	8.1629965358	2.05892005423	1732
FAM198B	60.1393853428	23.2377836717	2115
PITPNM1	49.5309117596	25.0427053661	5791
PITPNM3	48.0152286648	25.1123075451	4898
TAMM41	45.2887579618	35.5982865804	2512
FAM118B	62.9383835006	26.8535958276	1794
TMEM98	56.8901717089	25.6845103465	1223
TMEM99	78.8270365854	14.6976117144	820
TMEM92	59.6793935927	23.7484670797	874
TMEM91	47.8675648415	37.8398859704	694
TMEM97	65.6840441176	22.0151346716	680
TNFRSF18	21.6640202966	12.4200434466	1281
MIR320C1	45.3139772727	1.99298513457	88
LRWD1	33.1974348922	24.8346612581	3571
CTD-2021H9.2	1.65936170213	0.244810523496	47
CTD-2021H9.3	2.52629213483	1.09256535668	445
CTC-487M23.8,REEP5	44.6196923077	27.3006075592	195
AC025263.3,MYRFL	2.60568421053	0.456081022644	95
AC073610.5,ARF3,RP11-302B13.5	50.5903738318	10.2488411609	107
PIK3CB	60.0078051533	21.4212043017	5317
PIK3CD	54.8814380197	27.4592098121	5292
PIK3CG	69.192286052	20.5869305663	4230
PIK3C3	53.6916669882	22.2645457708	5183
SH3PXD2B	55.8632956222	26.313086782	4066
SH3PXD2A	58.4276402137	32.1050608647	5242
PA2G4	72.0785660848	18.7166777776	802
NREP-AS1	9.25160839161	0.739654135342	143
RP11-276H7.2	2.24020408163	0.627307373475	49
RP13-131K19.6	5.44266409266	4.5098158498	259
TMEM88;KDM6B	16.5002439024	3.53245416659	41
MYH4	85.4662364682	13.8786020081	5912
CTD-2531D15.4	60.4127516779	17.5442928604	149
CTD-2531D15.5	36.0440384615	20.2754444491	104
SLC9A4	65.8045467626	22.326366901	3475
SLC9A5	53.9768449074	24.2601931043	4320
SLC9A6	61.6874314494	21.3761812028	3574
SLC9A1	59.6437260798	26.1763596728	3658
SLC9A3	40.57404089	28.2723488288	3326
SLC9A8	63.2726940366	23.0097463337	3337
SLC9A9	56.8620777027	25.7876059697	3552
CSPG4	51.5670086668	26.8159268307	7846
CSPG5	51.5871680549	26.6468809586	2041
HOPX	26.7956568779	24.073005709	647
AC016909.1	0.720458015267	0.0952394762643	131
TUBB2A	35.0784333733	25.5106516858	1666
S100Z	65.1190954774	13.7965593742	398
S100G	74.9524380165	12.1288392752	242
CHIC2,FIP1L1	30.5876740238	21.054091993	589
RECQL5	55.2703715284	30.9359900225	5437
RECQL4	32.4429412947	19.175621551	4974
PPOX	67.9035790598	26.8716526296	2808
TRBV4-1	73.6062278978	17.6916347596	509
C6orf1	49.8125833333	23.9361557048	720
C6orf3	75.7187254902	11.0891993365	102
MIR4752	0.135847457627	0.0126306012326	118
MIR4751	19.2775555556	4.1834072431	45
MIR4756	0.198333333333	0.0127326828328	78
MIR4755	0.140972222222	0.00342308740562	72
MIR4758	27.2684285714	8.0811282459	70
BLOC1S5,BLOC1S5-TXNDC5,EEF1E1-BLOC1S5,TXNDC5	41.8694897959	10.2412767379	98
AL132709.8	39.9992105263	8.87183024112	266
PNPLA3	63.4407540395	25.1723691768	2228
PNPLA2	34.2322629108	29.9881720342	2130
PNPLA1	59.9107891387	28.8385385228	2357
PNPLA7	44.0676374903	28.3822980373	7746
PNPLA6	46.072631967	25.2793695994	6782
PNPLA5	41.8482294618	27.7520092364	2118
PNPLA4	43.1457054264	18.7639179398	1290
PNPLA8	56.7944934053	24.1994756367	3336
GDF9	80.2092549556	14.9631345449	1463
GDF3	71.512583612	15.3979356851	1196
GDF2	58.6126873199	19.5491448057	1388
GDF1	6.32324396783	5.22810350901	1119
GDF7	15.8719986216	15.9873273349	1451
GDF6	42.66473397	32.0794611415	1466
GDF5	58.0926627794	22.6544605537	1029
PCSK1N	3.76971399387	2.4308329423	979
ZNF671	80.4354517134	17.8337757214	1605
SOAT2	54.4939646379	27.0148426913	2941
SOAT1	67.6401126201	24.3827355553	3019
CSNK2B,CSNK2B-LY6G5B-1181	40.9682337992	24.0725629377	1574
TKT;TKT	34.1775	3.55554379338	4
POU2F2	34.3511910286	28.2980007462	3879
POU2F3	61.85303663	27.7687395461	2730
POU2F1	52.1051157407	30.4043383613	4320
ARAP1,STARD10	21.0864806867	23.8063186148	1165
AC019322.1	0.999024390244	0.13733449978	82
HS2ST1	52.8147	28.2275645586	500
C1QC	50.0028947368	28.0048519805	874
C1QA	43.2676995305	25.3894373166	852
CTB-60E11.9	28.6489130435	1.8421523984	46
OR52E4	90.4111983471	9.82419129768	968
OR52E2	54.6280925926	12.6417520749	1080
OR52E1	2.04655577299	2.25229830954	1022
KIAA0907	59.5684495192	25.6548939793	3328
MROH7-TTC4	3.80327868852	1.11829646934	183
RP5-1063M23.1	5.8103030303	3.21474873391	495
PIRT	50.22	26.8158417004	414
SLC25A2	77.677615894	16.6754840943	906
SLC25A1	41.2406992609	30.0387441495	1759
SLC25A6	77.8789336692	26.181059501	1191
SLC25A4	50.1736246201	26.5088563637	1316
EMG1	42.2550757576	21.5039077402	1188
AC010907.5	2.19428571429	5.11566149891	301
IGHD4-23,IGHD5-24	52.1275384615	7.69921506364	65
SNORD114-12	65.6541333333	4.4416904176	75
SNORD114-11	22.9530666667	1.34184823459	75
PDS5A	37.9902217514	24.7549576832	7080
PDS5B	53.5651241158	21.7289060688	7775
CADM4	57.3827589744	26.6428141301	1950
CADM2	56.8495836873	26.1914067281	2354
CADM3	52.3847875494	26.2427647436	2024
ZNF20,ZNF625-ZNF20	31.3279756098	23.5300142522	410
PTGDR	61.0765172956	28.7622556599	1272
TBC1D27	0.865051546392	0.139172582544	97
UBE2D4	49.6132629356	37.1876077875	947
TRAPPC3L	10.7979668675	2.39848385849	664
AL078585.1	4.31664646465	1.11917880639	495
MRPL38,RP11-552F3.12	5.11235294118	3.73381990252	85
MAN1C1	51.4941366543	25.2231744696	2971
EFNA2,MUM1	16.7852739726	10.5349651632	292
MIR126	37.972	3.60212662055	85
MIR122	22.2313586957	4.11161154658	184
MEGF10	65.2975611024	21.2686461254	5769
MEGF11	27.9801109244	23.0069947483	5950
KIAA0040	11.9661333333	1.65555648443	300
NFIB	48.3728521351	37.3728532991	3138
GCOM1,MYZAP	66.4221484654	24.3380540194	1401
SAGE1	71.3177616853	15.9809707624	4557
DDIT3	70.6834168865	22.6046560316	758
DDIT4	61.7718695107	25.5369164771	797
FCER1G	63.5680710059	35.7171661929	845
SNORD115-16	88.1065853659	0.372456707277	82
RP11-34F13.3	51.7940645161	23.36694023	155
AC016725.4	47.0147411168	27.4131026057	985
CARD6	71.7385834299	24.225848707	3452
ANKRD19P	21.8970383275	22.0252097083	1722
RPL18A	43.2378941909	22.9955071964	964
RP11-734K2.4	5.39653061224	0.826867963614	49
HOXB-AS3	16.6280106572	23.0670406934	1126
HOXB-AS4	19.6785858586	2.92871115001	99
AC008277.1	27.4843070045	19.6544298016	671
SERPINB9	66.8986103963	29.9407570955	1943
SERPINB1	60.4416193353	19.9530376243	1655
SERPINB3	70.306015625	23.1458173584	1920
SERPINB2	66.7223216187	19.7779596562	1878
SERPINB5	63.8028563218	20.771751878	1740
SERPINB7	61.1343820862	18.2569782248	1764
SERPINB6	77.3956746765	17.6204541363	1623
RINL	42.0331376975	33.4838465085	2215
RIN3	52.5564581417	31.3508413806	4348
RIN2	38.7074948454	26.0170052528	3880
CRABP1	34.3964311815	21.8292152983	821
CRABP2	62.8180872011	20.7202201644	711
MRPL54,RAX2	0.36429245283	0.060487508715	212
GSDMD	23.4926440776	22.003307516	3453
KIAA1324L	47.367290287	29.3314253697	5436
C7orf60	52.8425797426	24.2409968142	1787
RP11-181C3.1	4.04501805054	1.10670474313	554
CRCP	55.117732342	19.3009641624	269
MIR1302-10	0	0	191
MIR1302-11	0.0164135021097	0.00777094675897	237
CALCA,CALCB	55.1369968051	18.8679688022	313
NLE1	53.4309978229	29.444845389	2756
LONP1;LONP1	18.615	12.1824258668	4
FAM188A	53.5376366906	21.6530854355	2780
POGK	61.6492084676	22.7741894839	2173
POGZ	69.7547726891	23.5028705348	5961
NRCAM	54.1665470297	23.9190405812	7272
B4GALNT1	41.8283222812	29.9067928273	3016
B4GALNT2	61.7111524566	30.7424484216	2768
INTS12	70.5375778008	27.3057613404	1928
TRAJ18;TRAJ19,TRAJ20	69.3042857143	9.01676147516	49
HHIPL1	37.5755206107	34.0387790888	3275
RP11-543H12.1	36.207244898	9.53035062591	98
ANAPC16,ASCC1	2.8	0.472949099866	48
LINC00937,RP11-113C12.4	6.04560747664	1.20760125992	214
AC114730.8	2.66	0.504531465818	51
UGDH	59.3013724008	24.3346195443	2645
RP1-240B8.3	37.0017647059	4.89030907239	51
ATE1	56.2197299122	27.2598341121	2962
CAPZA3	70.2624141631	8.68749883157	932
CAPZA2	47.8455824987	25.0593756845	1897
CAPZA1	62.884865175	20.6351292261	1743
AEBP1	45.4055731577	25.1436712859	5618
AEBP2	20.1394825356	13.5886356045	2319
RP1-28O10.1	72.3223611111	23.1117010299	360
APRT	35.9062239089	27.5706896022	1054
ASB3,CHAC2,GPR75-ASB3	54.8007653061	19.7714975614	196
CLDND1	49.3373010821	27.2626560612	1571
CLDND2	52.7981136364	22.5129836057	440
BUB1B,RP11-133K1.2	95.7638271605	0.782338750001	81
CHMP1B	50.0344206009	31.2171166185	699
ZC3H4	47.8741609327	30.7461131248	5232
RP13-582O9.7,ZNF696	4.43273504274	0.599663158223	117
AC079742.4	62.1818010292	22.9945031385	583
RP11-141J13.5	3.24052941176	1.46704824868	510
ATP6V1E1	51.7879010856	31.6161412456	1658
ATP6V1E2	85.7977826725	11.0904085847	681
CTD-2619J13.19	61.2626111111	14.5282961957	180
TBC1D9B	47.5406057796	28.7019100233	6471
CRTAC1,GOLGA7B	27.2571171171	9.29346998385	111
AP001065.2	28.903449692	24.9877295815	487
CTD-2033A16.3	42.9166666667	5.21500437839	51
CTB-31O20.3	1.89100917431	0.663587255914	109
KLHL42	53.0980062959	32.3799770169	1906
KLHL41	86.8177387387	7.71495231946	1110
KLHL40	52.5312266553	23.3059160177	2356
IPCEF1,OPRM1	44.2033456335	20.7029258391	813
OXSM	78.1588637874	15.8375878803	1505
MIR550A1	76.062371134	2.37919356663	97
MIR550A3	58.6191578947	2.14621768401	95
HSPA1B	14.2260742706	24.4763930025	1885
HSPA1L	81.7299083503	14.4288829562	1964
HSPA13	65.5428761062	21.4661609591	1808
HSPA14	43.9902546473	32.2405496133	3927
STK38L	61.5081980057	23.0505963584	2808
C18orf56,CLUL1	32.277244898	7.06153013129	98
RETNLB	60.2984774436	19.1240282333	532
NPFF,RP11-793H13.10	71.7980078125	11.8234391805	256
UBQLN2	37.6026133333	15.4685510542	1875
UBQLN4	46.1410193826	26.0869896551	2786
UBQLNL	84.7757142857	8.51009742682	1428
AUH	45.2331163236	27.9108725057	2089
CDC20B	55.9916020025	30.0461840583	3196
GDF5,GDF5OS	64.539728	28.1344020255	625
NXNL1	62.7388674033	32.4734134782	362
NXNL2	17.9083541147	16.0717004573	802
CGGBP1,ZNF654	19.4595384615	8.33604380664	65
RN7SL628P	4.22444444444	0.264485874439	9
OTC,TM4SF2	43.2254883721	16.6269119725	860
NOTCH2NL,RP11-458D21.5	74.0473518164	34.9143463523	1046
RRP7A	23.070532575	16.3270275695	1934
RRP7B	35.5973694581	35.1465722918	1015
FAM214A	50.9291221464	25.1222172477	4249
AC006460.2	42.803579235	19.6837642025	366
AC011290.4,YAE1D1	32.12875	1.04508970907	8
GPR126	45.3598269056	27.3690753447	6586
GPR125	62.2651308115	25.8753465198	6001
GPR123	25.7771683243	20.4674054213	5329
AC005358.3	39.3984693878	6.2707247073	98
RP11-14J7.6	46.7882857143	11.0663292936	35
TMEM74B	60.7223360184	14.1757371885	869
WDHD1	60.0110323922	20.2675901958	5773
SLX1B-SULT1A4,SNX29P2	4.44369826435	10.2589531431	749
MIR222	23.8377272727	1.25578708758	110
MIR223	18.2274162679	4.65882929582	209
MIR221	32.9966363636	3.03329816478	110
MIR224	25.7654320988	2.25005947109	81
LALBA	66.8826898734	20.1482475329	632
TMEM150A	58.3441424802	19.837211138	1516
TMEM150B	43.4097711129	27.3974697266	1267
MIR132,MIR212	1.75212121212	0.533978660292	99
AKAP8L	45.1454319561	29.2648283578	3461
MALAT1;AP000769.7	31.0259183673	8.48976268768	49
PIP4K2A	54.7214790735	26.2652304745	2461
PIP4K2C	71.9569776119	19.5750902951	2144
PIP4K2B	63.1924498328	29.1964776014	2392
OR4D10	82.4479769392	16.8415955979	954
OR4D11	82.9463391137	26.3224492682	1038
EPPIN,EPPIN-WFDC6	74.8724829468	21.4579292375	733
EIF3D	68.2927656149	23.6594077209	3106
RP11-253M7.1	29.1483578431	27.6950245537	816
RP11-253M7.6	1.84426900585	1.10538215052	342
RP11-253M7.4	1.14194520548	0.677699159536	365
MIR21,VMP1	42.8806122449	6.45158230209	49
RGR	66.7262119289	23.4670644431	1576
RGN	42.6056451613	22.4286367523	1426
RP11-572M11.4	23.9762295082	5.52931254435	61
CTD-2017C7.2	19.5438271605	21.1655008799	162
SYS1	80.8721978022	25.7058978613	273
HOXD8	50.1765051546	37.7834540924	970
CERCAM	53.551209534	26.5877666213	2811
RP11-219A15.4,USP32P1	0.717822222222	0.208864199824	225
C11orf95,RP11-466C23.4	0.261398305085	0.196854396557	236
TMX4	39.9475289779	25.6002718928	1898
TMX1	53.8359012346	21.8717435693	1620
TMX3	50.5601621622	29.7283907868	3145
AL161645.2,CYP2E1	71.4319512195	1.15927179624	41
RP11-469H8.6,RP11-469H8.8	48.2316326531	27.0488791884	98
MGEA5	68.3339908467	27.1711693333	4370
MXD4	17.7871212121	18.5649250242	1716
MXD3	21.2167524116	16.3182118909	1555
CACNA2D2	50.8151353712	27.6358211821	5725
CACNA2D3	44.6357492114	27.7687198107	6340
CACNA2D4	36.9071977946	21.9556942701	7255
SLC26A4-AS1	7.9032	3.84848884944	100
CCDC169	11.0518047882	1.06377090807	543
CCDC168	11.9068886775	1.90301293068	8408
CCDC160	16.9074800797	3.94443888661	1004
CCDC166	3.47103283174	2.84186266298	1462
RP11-177H13.2	44.5832142857	21.5304767028	196
IGLV5-52	81.9760949868	26.1068125989	379
DNAH17,DNAH17-AS1	25.8704458599	1.78662780189	157
AC010127.5	51.9801028807	23.9932564106	486
FAM114A1	52.3430022943	17.7576109483	3051
FAM114A2	64.6146681335	23.6441424754	2727
C1orf27	34.6146747076	26.3067459495	2736
C1orf21	40.9014316013	25.9233413207	943
RP11-101E3.5	2.972	0.13593609046	30
RP11-547D24.3	0.608670520231	0.23718546148	173
FAM212A,UBA7	54.94875	1.52430253371	8
VPS37B	48.2857743363	31.0965172465	1356
AC025165.8	46.8376292212	24.7436641454	1451
GRHL3	64.294147901	26.2294656975	3597
NXF5	56.7976382661	33.419466504	2676
NXF1	65.1551729249	24.9465509048	4048
NXF2	3.59788046486	9.08285580183	3614
NXF3	78.8073585468	13.3251820221	3358
PFN3	18.8142512077	11.2451664642	414
ATP5J2-PTCD1,CPSF4,PTCD1	40.2615008726	31.7070369666	1146
AC012360.2	0.182708333333	0.00826905030717	96
AC012360.1	0.398705357143	0.256890028587	224
AC012360.6	34.0461737089	25.3244429084	426
BLOC1S5,BLOC1S5-TXNDC5,TXNDC5	71.4755319149	3.073312056	47
AKAP3,RP11-500M8.7	51.5255631399	29.4655794682	293
AC053503.6	42.5493877551	31.4004808929	147
AC005625.1	39.2445365854	28.8437403989	205
RP11-710F7.2	20.8649700599	15.2363312187	167
MIR4659B	0.11975308642	0.015650503877	81
SMARCB1	64.8325133215	29.8836607084	2252
CCRN4L	63.0750912647	30.2688543296	1534
KRTAP4-9	36.3705529226	15.2455926868	633
KRTAP4-8	34.1925089606	14.9927974861	558
KRTAP4-1	57.316462585	22.3358020737	441
KRTAP4-2	85.6328708134	5.43269279191	418
KRTAP4-5	44.7598398577	13.0654923091	562
KRTAP4-4	79.7666210938	6.32585237939	512
KRTAP4-7	39.8640733591	16.257135336	518
KRTAP4-6	53.5865367316	19.9067297047	667
BTBD19	8.31610149254	3.46430327168	1675
BTBD18	10.4472383178	2.0417091011	2140
BTBD17	23.157519902	19.1808444971	1633
BTBD16	62.045034459	20.691539315	2902
BTBD11	43.7095537438	30.224577362	4661
BTBD10	69.0008761329	27.7687907386	2317
WDFY3-AS1	45.2073734177	29.1741267477	316
RP11-242P2.1	33.6847079038	10.7726558775	291
FASTKD3,MTRR	40.6306493506	19.9237473579	77
HAP1	59.7829097154	28.5252562634	2038
MIF4GD	64.3516140866	21.7923928793	1363
RP11-876N24.2	23.202016632	7.5137518014	481
RP11-876N24.4	22.1990196078	19.7602348219	102
ZNF804A	70.2022680938	17.183844202	3924
MTRNR2L6	3.66706666667	0.201352006771	75
EEPD1	60.0963098346	20.009130577	2298
ASB3,ERLEC1,GPR75-ASB3	44.9485522152	16.163363543	1264
SNTG1	61.7704244536	22.939972403	3157
SNTG2	42.4053599756	30.0416737004	3278
CCKAR	73.0775104229	21.1597268029	1679
SNORA73B	51.5619607843	11.1061626739	204
RP11-552F3.12	0.488903508772	0.285305508077	228
RP11-552F3.10	19.3950209205	4.72591024308	239
SGCD	39.1814177804	28.0777313685	1721
RMI1	73.7280031696	16.1374192853	1893
RMI2	22.369158361	32.0474900028	903
SNRPN,SNURF	56.4963035496	26.4335510409	817
WWC3	50.5917812955	26.028653956	5496
WWC1	56.7550506512	24.9969265785	5528
MSH5,MSH5-SAPCD1,SAPCD1	50.8479591837	23.1375619713	294
RP11-701H16.4	57.7807594937	14.549701977	79
MIR130B;MIR301B	17.2824242424	4.59350475126	99
